city,Population,Household Income,Median Age,Number of Breweries in City,Market Segment Counts
Belford,6143.0,87398.0,40.5,1,Entry
Belfair,1567.0,57941.0,39.1,1,Entry
Belding,10848.0,44533.0,37.5,1,Entry
Belchertown,14673.0,71875.0,41.3,1,Entry
Bel Air,35192.0,88054.0,41.9,1,Entry
Beech Mountain,6604.0,47992.0,40.0,1,Entry
Beckley,34247.0,37124.0,41.4,1,Entry
Beavercreek,40356.0,43020.0,31.1,1,Entry
Beaver Island,610.0,43571.0,57.5,1,Entry
Beaver Falls,28115.0,47993.0,42.2,1,Entry
Beaver Dam,8512.0,40369.0,41.9,1,Entry
Attleboro,43677.0,67039.0,39.4,1,Entry
Atlantic City,39591.0,29200.0,35.5,1,Entry
Cayce,12232.0,43624.0,37.3,1,Entry
Alcoa,7232.0,40587.0,41.5,1,Entry
Amana,1926.0,64879.0,50.0,1,Entry
Alton,32345.0,40762.0,37.5,1,Entry
Alto Pass,799.0,26940.0,43.4,1,Entry
Altamont,7327.0,80750.0,44.2,1,Entry
Alstead,2759.0,64145.0,42.8,1,Entry
Alsea,1237.0,33625.0,51.5,1,Entry
Alpena,22429.0,38416.0,46.3,1,Entry
Alma,13118.0,36051.0,32.7,1,Entry
Alliance,10189.0,45934.0,40.9,1,Entry
Allendale,19903.0,43889.0,21.3,1,Entry
Allen Park,27933.0,58720.0,41.6,1,Entry
Aliso Viejo,50820.0,97931.0,35.8,1,Entry
Algoma,5352.0,43301.0,45.9,1,Entry
Aldie,12468.0,127464.0,32.6,1,Entry
Albion,14539.0,32632.0,37.2,1,Entry
Atkinson,2112.0,47941.0,40.7,1,Entry
Albia,5948.0,46617.0,40.6,1,Entry
Albert Lea,21131.0,39647.0,44.8,1,Entry
Alanson,4510.0,38852.0,41.8,1,Entry
Alabaster,26722.0,64299.0,36.6,1,Entry
Akwesasne,3400.0,28889.0,36.0,1,Entry
Airway Heights,6095.0,36875.0,34.6,1,Entry
Aiken,27047.0,39630.0,36.9,1,Entry
Ahoskie,11945.0,31882.0,41.2,1,Entry
Adrian,41712.0,40642.0,37.2,1,Entry
Adkins,8970.0,64878.0,37.8,1,Entry
Ada,19366.0,118761.0,39.3,1,Entry
Accord,3435.0,67639.0,42.6,1,Entry
Abington,16009.0,78395.0,38.7,1,Entry
Abingdon,16239.0,39229.0,44.7,1,Entry
American Canyon,19902.0,82746.0,35.8,1,Entry
Amite,15082.0,36263.0,33.6,1,Entry
Amity,3566.0,32448.0,38.1,1,Entry
Amityville,27536.0,69733.0,40.0,1,Entry
Atco,12412.0,70661.0,37.3,1,Entry
Assumption,1905.0,42073.0,38.8,1,Entry
Aspen,9869.0,73426.0,43.5,1,Entry
Asheboro,21009.0,29582.0,35.2,1,Entry
Ashby,1216.0,52465.0,49.9,1,Entry
Asbury,3603.0,110884.0,43.3,1,Entry
Arverne,17674.0,43354.0,35.4,1,Entry
Artesia,16865.0,51294.0,33.2,1,Entry
Arroyo Grande,30401.0,67035.0,46.7,1,Entry
Arrington,2298.0,45435.0,36.3,1,Entry
Arnold,3056.0,54360.0,59.1,1,Entry
Arnaudville,10199.0,47027.0,38.9,1,Entry
Armada,5402.0,75388.0,43.5,1,Entry
Arena,1894.0,54167.0,41.0,1,Entry
Arcata,20319.0,34046.0,27.5,1,Entry
Arcadia,32271.0,80183.0,41.8,1,Entry
Aransas Pass,11546.0,39705.0,45.4,1,Entry
Appomattox,9625.0,49466.0,45.1,1,Entry
Apollo Beach,15317.0,70671.0,41.9,1,Entry
Apalachicola,3428.0,31806.0,39.1,1,Entry
Aound Rock,75038.0,76007.0,32.5,1,Entry
Anoka,46557.0,68130.0,37.6,1,Entry
Annville,11855.0,57550.0,38.3,1,Entry
Anniston,19500.0,22054.0,37.9,1,Entry
Annandale,7025.0,58845.0,43.5,1,Entry
Angola,18016.0,46909.0,37.3,1,Entry
Angel Fire,2050.0,49260.0,50.0,1,Entry
Anaconda,9011.0,40205.0,46.5,1,Entry
Amsterdam,28802.0,44256.0,41.7,1,Entry
Bidwell,4832.0,41417.0,40.8,1,Entry
Big Flat,199.0,14337.0,73.3,1,Entry
Big Lake,18718.0,76390.0,33.9,1,Entry
Burgettstown,7662.0,51824.0,45.3,1,Entry
Cameron Park,29590.0,77718.0,43.7,1,Entry
Camden,4855.0,55452.0,55.0,1,Entry
Cambria,6393.0,59813.0,58.4,1,Entry
Calumet,7599.0,32588.0,39.7,1,Entry
Calmar,1939.0,49564.0,39.2,1,Entry
Callaway,2539.0,47273.0,43.3,1,Entry
Caledonia,20073.0,80434.0,37.9,1,Entry
Cadillac,21155.0,42090.0,41.9,1,Entry
Caddo,3115.0,37542.0,40.8,1,Entry
Byron,8278.0,71632.0,38.3,1,Entry
Burns,4106.0,38770.0,49.0,1,Entry
Burney,3626.0,37629.0,47.7,1,Entry
Burlingame,41480.0,109775.0,41.9,1,Entry
Burien,20154.0,63320.0,43.8,1,Entry
Bulverde,10278.0,92560.0,46.2,1,Entry
Big Spring,34255.0,45000.0,37.1,1,Entry
Buhl,9917.0,39916.0,40.3,1,Entry
Buford,40881.0,70015.0,36.2,1,Entry
Buffalo Grove,41645.0,94351.0,42.6,1,Entry
Buena Vista,7144.0,49648.0,47.2,1,Entry
Buda,25580.0,79049.0,34.6,1,Entry
Bucyrus,934.0,37500.0,44.5,1,Entry
Bucksport,5494.0,46731.0,40.9,1,Entry
Buckingham,20820.0,113606.0,41.5,1,Entry
Buckeye Lake,2456.0,27663.0,38.0,1,Entry
Buchanan,10299.0,46378.0,42.9,1,Entry
Bryn Mawr,20900.0,103737.0,36.5,1,Entry
Bruceton Mills,6782.0,60366.0,38.4,1,Entry
Broussard,12761.0,62279.0,35.2,1,Entry
Brooksville,18136.0,39271.0,57.3,1,Entry
Camp Verde,11283.0,39803.0,47.9,1,Entry
Canaan,2782.0,48100.0,45.6,1,Entry
Canastota,13724.0,53314.0,42.6,1,Entry
Candler,25488.0,43690.0,41.5,1,Entry
Cave Junction,6323.0,25663.0,45.4,1,Entry
Catskill,10706.0,49396.0,41.9,1,Entry
Cathlamet,2569.0,44152.0,51.8,1,Entry
Catawba Island,13659.0,48135.0,46.1,1,Entry
Catasauqua,9316.0,49653.0,42.0,1,Entry
Castle Shannon,14146.0,55538.0,44.0,1,Entry
Casselberry,34681.0,48043.0,38.7,1,Entry
Casper,27486.0,55298.0,35.9,1,Entry
Cashmere,7105.0,56098.0,42.5,1,Entry
Cascade Locks,1129.0,42500.0,40.7,1,Entry
Cartersville,21652.0,46344.0,35.9,1,Entry
Carrollton,34266.0,36075.0,31.9,1,Entry
Carrabassett Valley,1779.0,48333.0,48.4,1,Entry
Carolina Beach,6175.0,61545.0,42.3,1,Entry
Carmichael,60255.0,54322.0,43.4,1,Entry
Carlton,3471.0,65000.0,41.1,1,Entry
Caribou,9718.0,39811.0,44.0,1,Entry
Capitola,9241.0,53275.0,41.5,1,Entry
Cape Vincent,1829.0,57625.0,52.0,1,Entry
Cape Girardeau,36346.0,47890.0,33.0,1,Entry
Cape Charles,4564.0,36356.0,45.5,1,Entry
Cape Canaveral,9868.0,41060.0,54.2,1,Entry
Canyon Lake,15895.0,59710.0,49.2,1,Entry
Canutillo,12041.0,29799.0,30.6,1,Entry
Cantrall,754.0,84135.0,51.3,1,Entry
Canterbury,2290.0,86838.0,48.0,1,Entry
Canonsburg,36569.0,65402.0,43.6,1,Entry
Canon City,29956.0,40138.0,42.7,1,Entry
Canoga Park,53194.0,58889.0,35.9,1,Entry
Brookston,3577.0,60950.0,40.5,1,Entry
Brookshire,9587.0,36667.0,33.1,1,Entry
Brookneal,3289.0,34835.0,50.5,1,Entry
Bonners Ferry,8252.0,38533.0,43.0,1,Entry
Bonita Springs,38434.0,51818.0,50.2,1,Entry
Bondurant,5458.0,62389.0,31.0,1,Entry
Bolton Landing,1571.0,56375.0,51.8,1,Entry
Bolivar,5379.0,54714.0,42.6,1,Entry
Bolingbrook,53836.0,71422.0,32.4,1,Entry
Boiling Springs,22273.0,57716.0,36.4,1,Entry
Boardman,4010.0,50239.0,27.3,1,Entry
Blue Springs,30828.0,64344.0,39.0,1,Entry
Blue Lake,1751.0,49934.0,39.0,1,Entry
Blue Island,26021.0,40875.0,32.6,1,Entry
Blue Hill,2430.0,37763.0,51.4,1,Entry
Blue Earth,4406.0,43068.0,46.7,1,Entry
Blue Ash,21971.0,76441.0,44.5,1,Entry
Blowing Rock,3749.0,43536.0,50.8,1,Entry
Bloomingdale,3411.0,53427.0,45.1,1,Entry
Bloomfield Hills,16667.0,104325.0,47.9,1,Entry
Bloomer,7237.0,53423.0,38.8,1,Entry
Block Island,836.0,90491.0,54.8,1,Entry
Blauvelt,5175.0,122857.0,41.8,1,Entry
Blanco,5379.0,48438.0,45.3,1,Entry
Blairstown,9641.0,87724.0,46.2,1,Entry
Blairsden-Graeagle,1200.0,58090.0,55.6,1,Entry
Black Eagle,1087.0,24320.0,45.1,1,Entry
Bismark,27196.0,81341.0,37.3,1,Entry
Bishop,14250.0,51218.0,46.7,1,Entry
Bisbee,6959.0,33658.0,47.8,1,Entry
Bird In Hand,2216.0,69821.0,23.6,1,Entry
Biloxi,8366.0,29732.0,36.5,1,Entry
Biglerville,5995.0,55302.0,38.7,1,Entry
Bonnerdale,1748.0,58750.0,35.3,1,Entry
Boones Mill,4360.0,67091.0,47.9,1,Entry
Brooklyn Park,33116.0,74597.0,33.3,1,Entry
Boonville,1657.0,35871.0,37.8,1,Entry
Brooklyn Ctr,27803.0,45490.0,32.3,1,Entry
Brookline,28924.0,78814.0,33.5,1,Entry
Brookfield,21383.0,87587.0,47.7,1,Entry
Brookeville,7186.0,137411.0,45.8,1,Entry
Broken Arrow,58607.0,63005.0,35.4,1,Entry
Brohman,213.0,31923.0,58.9,1,Entry
Broad Run,1422.0,108333.0,45.5,1,Entry
Bridgewater Corners,496.0,48929.0,52.2,1,Entry
Bridgewater,26573.0,87015.0,36.2,1,Entry
Brewster,20209.0,90437.0,41.1,1,Entry
Brenham,27984.0,44612.0,40.5,1,Entry
Breinigsville,7601.0,74469.0,35.5,1,Entry
Breese,6350.0,68961.0,36.2,1,Entry
Brazil,19168.0,45352.0,41.2,1,Entry
Braselton,13374.0,67712.0,33.6,1,Entry
Branson,23468.0,42033.0,41.3,1,Entry
Brandy Station,1237.0,70625.0,37.9,1,Entry
Braintree,36051.0,81844.0,40.7,1,Entry
Brainerd,29231.0,44553.0,39.4,1,Entry
Bradley Beach,4298.0,67065.0,42.0,1,Entry
Bradford,17940.0,40516.0,40.7,1,Entry
Braddock,9339.0,23403.0,35.6,1,Entry
Boyne City,7848.0,46356.0,42.9,1,Entry
Boyertown,17055.0,57335.0,44.9,1,Entry
Bow,3858.0,75359.0,48.3,1,Entry
Boulder City,15116.0,58283.0,50.1,1,Entry
Boring,7423.0,60082.0,49.3,1,Entry
Bordentown,17223.0,87181.0,40.5,1,Entry
Boothbay,2090.0,53621.0,41.7,1,Entry
Fort Dodge,28492.0,39710.0,38.7,1,Entry
Fort Kent,4580.0,37182.0,43.6,1,Entry
North Wales,27927.0,87658.0,40.4,1,Entry
Marblehead,19958.0,98399.0,44.7,1,Entry
Mattawan,8710.0,68644.0,41.0,1,Entry
Mathis,9108.0,35191.0,43.4,1,Entry
Maryville,24513.0,48295.0,39.4,1,Entry
Marshalltown,31589.0,49767.0,37.8,1,Entry
Mars,14608.0,91888.0,40.2,1,Entry
Marlton,45663.0,92344.0,40.1,1,Entry
Marlborough,1922.0,62540.0,46.1,1,Entry
Marksville,11031.0,32115.0,39.9,1,Entry
Marinette,14648.0,38775.0,43.0,1,Entry
Marine City,7756.0,46190.0,43.2,1,Entry
Marina del Rey,21536.0,100441.0,41.7,1,Entry
Marina,22634.0,52736.0,35.5,1,Entry
Maria Stein,2094.0,70958.0,31.0,1,Entry
Marengo,6457.0,52593.0,44.0,1,Entry
Marathon,613.0,40500.0,55.9,1,Entry
Malone,15780.0,50378.0,38.9,1,Entry
Marana,13876.0,55102.0,38.9,1,Entry
Maplewood,9996.0,36210.0,36.8,1,Entry
Mapleton,1117.0,67500.0,36.5,1,Entry
Maple Shade,19197.0,58545.0,36.5,1,Entry
Mantorville,2694.0,85417.0,39.8,1,Entry
Manteo,6358.0,53588.0,41.2,1,Entry
Manquin,1270.0,45125.0,31.2,1,Entry
Manitowish Waters,910.0,48816.0,55.6,1,Entry
Manitou Springs,5624.0,50745.0,47.6,1,Entry
Manistique,6456.0,33125.0,49.0,1,Entry
Manistee,13920.0,42102.0,46.9,1,Entry
Mancos,3885.0,49250.0,51.4,1,Entry
Manasquan,12372.0,94250.0,48.2,1,Entry
Manahawkin,24629.0,72969.0,43.7,1,Entry
Matthews,40529.0,63846.0,38.8,1,Entry
Mattituck,4659.0,86286.0,48.0,1,Entry
Maumee,26812.0,60078.0,40.6,1,Entry
Maxwelton,170.0,33631.0,50.1,1,Entry
Mifflinburg,10012.0,46512.0,38.3,1,Entry
Middleton,24448.0,71219.0,40.0,1,Entry
Middlesex,13703.0,80833.0,41.6,1,Entry
Middlefield,3288.0,100227.0,44.0,1,Entry
Middleburgh,4498.0,50532.0,43.8,1,Entry
Middleburg,2428.0,103214.0,47.0,1,Entry
Middle River,39816.0,61672.0,38.1,1,Entry
Middle Bass Island,135.0,61250.0,66.2,1,Entry
Miami County,35078.0,54383.0,40.2,1,Entry
Metropolis,11841.0,44233.0,41.7,1,Entry
Merrillville,39023.0,48865.0,35.7,1,Entry
Merrill,19304.0,50827.0,43.2,1,Entry
Meridian,20578.0,49664.0,40.3,1,Entry
Merchantville,22814.0,63821.0,40.5,1,Entry
Mercer,12757.0,50159.0,43.8,1,Entry
Mequon,5585.0,96793.0,46.1,1,Entry
Menifee,19091.0,35935.0,62.2,1,Entry
Menasha,25714.0,48964.0,37.5,1,Entry
Medway,3542.0,37902.0,42.5,1,Entry
Mechanicville,14204.0,61389.0,40.2,1,Entry
Mebane,28030.0,53166.0,37.8,1,Entry
Mccloud,1475.0,41445.0,53.1,1,Entry
Mcallen,61827.0,31214.0,33.5,1,Entry
McPherson,51196.0,45557.0,37.3,1,Entry
McKenzie,320.0,45000.0,50.1,1,Entry
McHenry,32369.0,66723.0,38.3,1,Entry
McCordsville,9706.0,82872.0,36.1,1,Entry
Mc Cook,9142.0,41549.0,40.9,1,Entry
Mayville,3496.0,44698.0,41.0,1,Entry
Malta,2841.0,40781.0,48.6,1,Entry
Malden,59819.0,53798.0,35.7,1,Entry
Lawton,6643.0,51337.0,40.1,1,Entry
Lincoln Park,37651.0,40700.0,37.3,1,Entry
Long Branch,30879.0,49482.0,35.0,1,Entry
Lomita,21459.0,58320.0,39.9,1,Entry
Logan,18797.0,39735.0,41.3,1,Entry
Lockport,50807.0,49849.0,41.2,1,Entry
Lockland,30003.0,45021.0,39.0,1,Entry
Lockhart,17542.0,46967.0,37.4,1,Entry
Little Ferry,10723.0,70520.0,39.7,1,Entry
Little Falls,14947.0,43013.0,42.6,1,Entry
Little Egg Harbor Twp,24104.0,57308.0,45.0,1,Entry
Lisbon,13213.0,45636.0,42.7,1,Entry
Linwood,293.0,51250.0,34.8,1,Entry
Lino Lakes,27703.0,81887.0,37.9,1,Entry
Lincolnville,3805.0,48274.0,49.9,1,Entry
Lincolnshire,8132.0,104196.0,49.8,1,Entry
Limerick,2959.0,59038.0,31.6,1,Entry
Maineville,23034.0,81812.0,34.7,1,Entry
Lihue,15780.0,66083.0,38.8,1,Entry
Libertyville,29480.0,114284.0,44.5,1,Entry
Liberty Lake,10227.0,85821.0,38.1,1,Entry
Libby,9713.0,31781.0,48.2,1,Entry
Lewes,20339.0,54938.0,56.6,1,Entry
Levittown,17607.0,67637.0,40.1,1,Entry
Lenoir,46444.0,30968.0,42.6,1,Entry
Lenexa,25146.0,67351.0,39.7,1,Entry
Lemont,23177.0,92089.0,41.7,1,Entry
Lemon Grove,25719.0,51542.0,35.4,1,Entry
Leadville,7232.0,44073.0,34.8,1,Entry
Lead,3543.0,41535.0,46.3,1,Entry
Le Claire,5483.0,75241.0,43.4,1,Entry
Laytonsville,14157.0,141648.0,44.2,1,Entry
Long Grove,42206.0,126999.0,41.4,1,Entry
Long Valley,12876.0,137583.0,43.7,1,Entry
Longwood,23173.0,61630.0,42.7,1,Entry
Loomis,11741.0,79743.0,44.6,1,Entry
Mahopac,26643.0,106890.0,42.0,1,Entry
Mahomet,13142.0,73295.0,40.4,1,Entry
Magnolia,25007.0,71326.0,38.5,1,Entry
Maggie Valley,3129.0,40714.0,54.6,1,Entry
Magalia,12464.0,39932.0,46.4,1,Entry
Madison ,28111.0,26257.0,24.1,1,Entry
Madeira Beach,14910.0,51489.0,57.1,1,Entry
Mackinaw City,865.0,39766.0,47.4,1,Entry
Machias,3329.0,38093.0,38.4,1,Entry
Machesney Park,23178.0,53094.0,39.9,1,Entry
Macclenny,14185.0,47823.0,35.9,1,Entry
Lynn,25090.0,42490.0,32.4,1,Entry
Lyman,7390.0,61662.0,46.0,1,Entry
Luxemburg,7380.0,63313.0,39.9,1,Entry
Luverne,6052.0,42703.0,43.5,1,Entry
Luray,11374.0,44817.0,45.5,1,Entry
Lufkin,33824.0,39265.0,36.5,1,Entry
Ludlow ,21247.0,61073.0,44.4,1,Entry
Lubec,1974.0,32670.0,52.3,1,Entry
Lowville,8806.0,47716.0,40.6,1,Entry
Lovington,14770.0,46414.0,29.3,1,Entry
Lovingston,1165.0,24939.0,56.8,1,Entry
Lovelady,4529.0,38309.0,44.0,1,Entry
Louisa,12997.0,50595.0,41.0,1,Entry
Los Ranchos de Albuquerque,64917.0,65277.0,34.1,1,Entry
Los Banos,38929.0,46933.0,30.5,1,Entry
Los Alamos,17979.0,106686.0,43.7,1,Entry
Lorain,29946.0,29448.0,35.2,1,Entry
Lopez Island,2435.0,50278.0,57.2,1,Entry
Milan,13640.0,69609.0,40.5,1,Entry
Miles City,11491.0,43698.0,41.4,1,Entry
Mililani,54731.0,92309.0,38.0,1,Entry
New Freedom,7280.0,77350.0,46.1,1,Entry
Newburgh,54565.0,56444.0,34.9,1,Entry
Newaygo,11682.0,40852.0,44.5,1,Entry
New Ulm,16637.0,49064.0,42.7,1,Entry
New Stanton,3339.0,43500.0,48.2,1,Entry
New Salem,990.0,68929.0,42.1,1,Entry
New Richmond,16589.0,60123.0,35.3,1,Entry
New Prague,11958.0,68770.0,37.5,1,Entry
New Milford,26948.0,80260.0,41.0,1,Entry
New Madison,2249.0,53929.0,31.8,1,Entry
New Kensington,38292.0,44778.0,45.3,1,Entry
New Hudson,5886.0,57339.0,35.9,1,Entry
New Hartford,6458.0,86354.0,43.0,1,Entry
New Harmony,1818.0,53287.0,52.4,1,Entry
New Gloucester,5556.0,58938.0,41.0,1,Entry
New City,30909.0,119764.0,44.4,1,Entry
Mill Creek,52351.0,88283.0,37.2,1,Entry
New Castle,14742.0,53100.0,47.8,1,Entry
New Brunswick,55476.0,39901.0,23.1,1,Entry
New Bremen,4496.0,63750.0,38.9,1,Entry
New Bern,28683.0,46376.0,41.3,1,Entry
Nevada,2386.0,51029.0,34.5,1,Entry
Neptune City,37041.0,61067.0,44.1,1,Entry
Neosho,23715.0,40375.0,38.5,1,Entry
Nenana,908.0,61150.0,44.8,1,Entry
Nelsonville,9046.0,30702.0,34.3,1,Entry
Nellysford,1473.0,62596.0,60.8,1,Entry
Neenah,43355.0,60210.0,38.1,1,Entry
Nebo,7794.0,39847.0,41.3,1,Entry
Nazareth,24472.0,75629.0,44.0,1,Entry
Navarre,35373.0,65064.0,35.7,1,Entry
Newbury,4487.0,56005.0,46.7,1,Entry
Newcastle,1847.0,49539.0,45.6,1,Entry
Newfoundland,2222.0,49922.0,40.2,1,Entry
Newhall,35243.0,56079.0,33.3,1,Entry
North Versailles,10123.0,39021.0,44.9,1,Entry
North Syracuse,20535.0,51997.0,43.3,1,Entry
North Stonington,5307.0,82353.0,45.7,1,Entry
North Platte,29745.0,45156.0,38.4,1,Entry
North Palm Beach,17578.0,54952.0,53.9,1,Entry
North Olmsted,32818.0,59288.0,45.3,1,Entry
North Mankato,14236.0,62726.0,37.2,1,Entry
North Haven,392.0,65000.0,47.4,1,Entry
North Hampton,4328.0,78596.0,50.7,1,Entry
North Easton,12625.0,100429.0,38.8,1,Entry
North East,12587.0,47867.0,41.3,1,Entry
North Canton,39118.0,58949.0,43.7,1,Entry
North Bergen,61434.0,52908.0,36.2,1,Entry
North Aurora,16820.0,81383.0,35.6,1,Entry
North Augusta,14547.0,66070.0,42.0,1,Entry
North Adams,16025.0,41103.0,41.3,1,Entry
Norris,1708.0,60446.0,51.8,1,Entry
Norfork,2128.0,32049.0,43.2,1,Entry
Norco,27177.0,84905.0,39.6,1,Entry
Nolensville,9524.0,95580.0,34.8,1,Entry
Nokesville,7891.0,108438.0,41.3,1,Entry
Niwot,31302.0,77631.0,42.8,1,Entry
Niles,30111.0,46725.0,48.2,1,Entry
Newtown,16554.0,111125.0,44.3,1,Entry
Newport News,28648.0,57230.0,30.5,1,Entry
Newport Beach,23141.0,83550.0,38.4,1,Entry
Newnan,52604.0,47331.0,36.8,1,Entry
Newmarket,8968.0,57625.0,35.9,1,Entry
Newington,22005.0,65355.0,41.4,1,Entry
Natural Bridge,866.0,47143.0,48.8,1,Entry
Natick,33353.0,95328.0,41.6,1,Entry
Natchitoches,27634.0,31515.0,30.6,1,Entry
Moore,5972.0,71042.0,40.8,1,Entry
Montross,5541.0,59148.0,45.1,1,Entry
Montour Falls,2582.0,38839.0,50.9,1,Entry
Montevideo,7621.0,50946.0,42.7,1,Entry
Montebello,63016.0,47438.0,35.3,1,Entry
Montauk,3471.0,68528.0,51.3,1,Entry
Monroeville,28380.0,58083.0,45.8,1,Entry
Monhegan,45.0,7000.0,35.8,1,Entry
Momence,6260.0,50429.0,45.0,1,Entry
Moline,44887.0,50092.0,38.9,1,Entry
Mokena,24678.0,95208.0,40.6,1,Entry
Mistic,12466.0,85634.0,47.0,1,Entry
Missouri City,35540.0,58315.0,35.4,1,Entry
Mission,73998.0,37735.0,32.8,1,Entry
Mint Hill,51870.0,51527.0,37.1,1,Entry
Minot,19644.0,60273.0,31.1,1,Entry
Minocqua,4743.0,49977.0,56.5,1,Entry
Minnetonka,21832.0,89936.0,45.2,1,Entry
Minerva,10943.0,47277.0,41.7,1,Entry
Mineral Point,5014.0,58719.0,39.5,1,Entry
Mineral,9520.0,61477.0,45.4,1,Entry
Milton Freewater,12033.0,37625.0,35.9,1,Entry
Millville,36592.0,48750.0,37.9,1,Entry
Mills River,15406.0,45273.0,40.6,1,Entry
Millheim,950.0,50769.0,37.5,1,Entry
Millerton,3009.0,61964.0,44.3,1,Entry
Millerstown,3944.0,58365.0,42.9,1,Entry
Millersburg,19256.0,44866.0,30.2,1,Entry
Millers Falls,844.0,50714.0,52.1,1,Entry
Milldale,124.0,60972.0,41.1,1,Entry
Monument,20367.0,107475.0,43.5,1,Entry
Moorhead,41120.0,49574.0,29.9,1,Entry
Natchez,32501.0,27476.0,39.8,1,Entry
Moorpark,35847.0,97079.0,36.5,1,Entry
Nassau,5502.0,65458.0,43.4,1,Entry
Narrows,4236.0,42623.0,42.5,1,Entry
Napoleon,14320.0,50507.0,41.1,1,Entry
Nantucket,9843.0,85835.0,39.9,1,Entry
Naches,3879.0,46429.0,46.2,1,Entry
Mystic,12466.0,85634.0,47.0,1,Entry
Murphysboro,15876.0,37526.0,39.9,1,Entry
Murphy,18562.0,34451.0,50.4,1,Entry
Murfreesboro,50076.0,62295.0,36.5,1,Entry
Munnsville,2801.0,56008.0,38.6,1,Entry
Munising,4795.0,38659.0,44.2,1,Entry
Mundelein,37586.0,80069.0,36.8,1,Entry
Mukwonago,19271.0,78876.0,42.5,1,Entry
Mountlake Terrace,20195.0,58865.0,37.3,1,Entry
Mountain Home,28482.0,36430.0,51.2,1,Entry
Mount Victory,2164.0,52727.0,27.2,1,Entry
Mount Horeb,9849.0,67361.0,40.5,1,Entry
Mount Hood Parkdale,2603.0,64677.0,42.1,1,Entry
Mount Dora,23380.0,49912.0,44.8,1,Entry
Mosquero,219.0,35417.0,51.3,1,Entry
Morrow,11644.0,68166.0,41.3,1,Entry
Morro Bay,10896.0,51010.0,50.7,1,Entry
Morristown,43760.0,100832.0,41.5,1,Entry
Morley,4844.0,39858.0,34.4,1,Entry
Moriarty,7279.0,30602.0,40.1,1,Entry
Moriah,1388.0,53603.0,38.0,1,Entry
Morgan Hill,46100.0,95047.0,39.0,1,Entry
Moraga,15064.0,120960.0,47.4,1,Entry
Moose Lake,4615.0,45156.0,45.8,1,Entry
Layton,45489.0,56395.0,28.6,1,Entry
Lawrenceville,34744.0,47003.0,33.8,1,Entry
Fort Laurderdale,52915.0,47112.0,38.4,1,Entry
Haddon Heights,7567.0,86907.0,42.9,1,Entry
Hardy,6604.0,64332.0,44.4,1,Entry
Harbor Springs,6884.0,63517.0,52.1,1,Entry
Harbor,14146.0,42045.0,53.6,1,Entry
Hapeville,15983.0,28230.0,32.3,1,Entry
Hannibal,21795.0,39600.0,39.4,1,Entry
Hampstead,14199.0,81500.0,42.1,1,Entry
Hampshire,14050.0,78235.0,34.8,1,Entry
Hampden,5129.0,81130.0,48.4,1,Entry
Hamburg,43007.0,62497.0,42.8,1,Entry
Hallowell,2380.0,52025.0,50.8,1,Entry
Hallock,1402.0,56750.0,47.8,1,Entry
Halethorpe,34386.0,55168.0,35.3,1,Entry
Haines,2656.0,52848.0,44.0,1,Entry
Hagerstown,60616.0,42979.0,37.4,1,Entry
Haddam,3025.0,92989.0,41.0,1,Entry
Grayslake,35685.0,80909.0,39.9,1,Entry
Hacienda Heights,55776.0,76663.0,40.4,1,Entry
Gurnee,38205.0,84548.0,38.0,1,Entry
Guntersville,16523.0,42240.0,46.8,1,Entry
Gunnison,9106.0,45169.0,31.3,1,Entry
Gulfport,21865.0,25435.0,30.7,1,Entry
Gulf Shores,12678.0,47892.0,43.9,1,Entry
Guerneville,4598.0,39258.0,48.8,1,Entry
Grosse Pointe Park,16860.0,96975.0,42.5,1,Entry
Greenwich,6566.0,60913.0,44.9,1,Entry
Greenwell Springs,13844.0,73424.0,38.6,1,Entry
Greensburg,59313.0,52719.0,45.2,1,Entry
Greensboro Bend,522.0,44063.0,38.6,1,Entry
Greendale,14143.0,65625.0,43.6,1,Entry
Greencastle,20512.0,46754.0,35.1,1,Entry
Harleysville,24283.0,90449.0,40.3,1,Entry
Harlowton,1291.0,31062.0,56.2,1,Entry
Harmony,4614.0,61197.0,44.6,1,Entry
Harrodsburg,18977.0,44504.0,42.3,1,Entry
High Ridge,15879.0,60511.0,37.9,1,Entry
Higginsville,6347.0,45062.0,38.3,1,Entry
Hibbing,17148.0,39165.0,41.8,1,Entry
Hialeah,40517.0,38332.0,40.6,1,Entry
Hershey,17017.0,56177.0,40.4,1,Entry
Herrin,12888.0,39502.0,38.3,1,Entry
Hermiston,25598.0,51588.0,33.1,1,Entry
Hermann,5791.0,39875.0,48.0,1,Entry
Henrico ,33844.0,44224.0,35.1,1,Entry
Henniker,4815.0,64913.0,29.3,1,Entry
Hendricks,1039.0,44211.0,48.8,1,Entry
Hemlock,6105.0,63406.0,43.7,1,Entry
Helper,4091.0,45765.0,35.9,1,Entry
Hellertown,12665.0,61265.0,43.4,1,Entry
Heidelberg,19090.0,44038.0,42.7,1,Entry
Heath,16911.0,48504.0,40.5,1,Entry
Healy,1109.0,93750.0,40.0,1,Entry
Healdsburg,16910.0,61952.0,41.8,1,Entry
Hazel Park,16528.0,30875.0,35.8,1,Entry
Hayesville,8174.0,37250.0,51.6,1,Entry
Hawley,11540.0,55092.0,49.6,1,Entry
Haverhill,22121.0,57833.0,38.5,1,Entry
Hatfield,18191.0,74223.0,42.1,1,Entry
